date,text,label
2012-10-02,gold ends lower as greece delay hits commodities,2
2010-08-27,gold turns lower on bernanke comments,2
2005-03-10,metals indexes mirror gold's decline to close broadly lower,2
2006-07-19,gold futures up $5.50 at $635 an ounce,0
2017-10-13,"gold prices post a gain for the session, up 2.3% for the week",0
2006-04-20,gold futures close almost $13 lower; silver loses nearly 14%,2
2016-12-29,"gold futures climb to rs 27,383 per 10 gm",0
2011-08-29,"gold swerves between gains and losses; at $1,802",0
2016-02-12,gold rises from 10-month lows as dollar sags,0
2000-05-17,"gold prices, stocks weaken",2
2018-02-01,technical : gold has another solid up day. eight higher days in a row.,0
2014-06-20,"gold holds above $1,300 friday, gains 3.3% for week",0
2017-01-18,gold prices could soar if donald trump says any one of these five things,0
2016-12-02,"gold futures slide on weak global cues, profit booking",2
2017-10-31,gold prices to trade lower: angel commodities,2
2017-10-13,gold rate per gram: check out current gold price per gram,1
2011-10-21,seasonal demand pushes up gold by rs 375; silver by rs 400,0
2017-01-06,buy comex gold at $1250-55/oz,1
2006-07-02,april gold touches two-week low of $558/oz,2
2017-03-31,"gold for june delivery settles $3.20, or 0.3%, higher at $1,251.20/oz.",0
2012-10-30,"gold gain on stimulus, physical purchases",0
2017-07-04,gold prices extend gain after march jobs figures,0
2006-01-25,need liberalisation of gold mkt: kenny,1
2017-06-15,"august gold falls $21.30, or 1.7%, to settle at $1,254.60/oz",2
2005-09-29,philadelphia gold/silver index up 2% to end at 114.47,0
2017-02-14,"april gold trades at $1,223.60 /oz, down $2.20, or 0.2%",2
2011-11-25,support for mcx gold dec at rs 28250: kotak commodity,1
2009-10-30,gold ends down on the day but rises in october,2
2017-02-06,"gold settles at 6-week high, up about 1% for the week",0
2014-07-10,gold futures fall marginally on global cues,2
2018-11-28,gold falls as dollar strengthens on fed rate hike comments,2
2004-03-24,"gold futures close lower, end winning streak",2
2014-09-04,gold shoots up on dovish fed march meeting minutes,0
2018-11-12,commerzbank : gold hits five-month high on multiple factors,0
2018-01-06,gold prices to trade higher today: angel commodities,0
2011-11-23,india gold down 1% on recovering rupee; silver down 3%,2
2017-03-20,gold prices log highest settlement in two-and-a-half weeks,0
2014-01-04,gold little changed near 7-week low on weak technical picture,1
2018-03-26,charts : will gold price breakout? 3 things to watch,1
2005-03-11,spot gold quoted at $461.10 in asia trade,0
2016-08-31,"gold futures fall, notch first monthly decline since may",2
2012-05-17,"gold fields 1st-period net up on price, tax credit",0
2016-10-25,"dec. gold settles at $1,273.60/oz, up $9.90, or 0.8%",0
2007-11-27,gold for december delivery ends down $12.50 at $814 an ounce,2
2018-10-10,gold inches up as retreat of bond yields weigh on dollar,0
2013-04-18,"fresnillo wary of gold, silver price drops",2
2014-03-07,"if gold dips to $1,305-10/oz, buy",2
2008-11-14,gold gains more than $37 for the day to end the week up 1.1%,0
2012-10-23,4 better dollar hedges than gold,1
2013-09-10,"september trade deficit dips to $6.76 billion, gold imports decline sharply",2
2013-06-07,"gold, silver extend losses on selling and global cues",2
,june gold up $7.90 at $631.20/oz after $632.70 high,0
2010-07-19,"gold closes lower as inflation, euro fears abate",2
2018-01-30,"gold futures fall 0.30 percent on profit-booking, global cues",2
2007-09-20,gold futures climb past $740 in morning dealings,0
2010-09-14,"us stocks pushing modestly higher amid treasury, gold buying",0
2008-01-22,"rupee strengthens, gold prices plunge",2
2004-06-04,gold higher after two losing sessions,0
2006-09-18,gold rises for second day,0
2015-09-07,"gold, silver futures fall on global cues",2
2016-09-29,gold stages late-session pivot to end higher as u.s. stocks tumble,0
2018-04-18,india : jewellers see 15% growth in akshaya tritiya sales despite higher gold prices,1
2016-04-29,"gold surges on positive global cues, seasonal buying",0
2005-07-03,barrick gold upped to 'sector outperformer' at cibc,1
2009-09-10,gold futures end lower after record week,2
2011-11-25,mcx goldpetal jan contract trading lower,2
2019-09-01,gold edges lower on improved risk appetite,2
2012-01-10,"gold, silver slump on weak demand",2
2012-03-10,"gold futures fall to rs 31,343 on global cues",2
2012-06-29,gold prices: mcx gold december contract trades flat,1
,"gold falls more after philly fed, down $37",2
2011-06-24,late-hour selloff sends gold to 5-week low,2
2005-10-11,gold futures steady in late morning dealings,1
2013-01-08,"dec. gold at $1,313.90 vs. $1,320.10 before data",2
2006-01-30,gold futures climb near $570 an ounce,0
2010-04-13,gold ends lower as investors trim exposure,2
2017-11-14,"gold rate today: gold, silver trade lower in morning deals",2
2012-02-02,gold at best in 11 weeks; copper gives back gains,0
2013-04-10,gold etf flows suggest investor panic is over,1
2014-02-04,gold edges higher but remains near 7-week low ahead of u.s. data,2
2012-01-19,"gold snaps three-day rise on sluggish demand,silver strengthen",0
2015-11-13,gold futures edge higher but upside seen limited,0
2017-09-03,gold holds on to modest loss after data,2
2013-02-19,sell gold & crude: naveen mathur,1
2017-10-20,"gold at 2-week low, tallies biggest weekly loss in a month",2
2018-03-28,blockchain : gold's supply chain is coming to the blockchain,1
2018-05-07,wgc : key gold market statistics,1
2013-02-10,gold near 2-month lows; silver extend losses,2
2013-10-07,"aug. gold up $1.50 to end at $1,247.40/oz on comex",0
2003-12-29,the gold rush is on in shanghai,0
2009-11-19,"gold zooms to a new high of rs 17,205",0
2008-07-05,"mcx to launch mini gold contract, targets small traders",1
2017-07-25,"gold futures up at rs 28,553 on firm global cues",0
2011-10-28,mcx gold dec contract trades lower,2
2017-11-04,gold prices settle at highest level since november,0
2012-07-20,gold futures up on global cues as speculators created fresh positions,0
2017-02-24,gold scores 4th straight weekly gain as dollar struggles,0
2013-02-20,gold settles at lowest level since late july,2
2014-01-29,comex gold ends 0.9% higher before fed decision,0
2007-06-28,"gold ends up almost $6, extends rise to after hours",0
2013-03-01,"feb. gold at $1,663.90 after settle at $1,674.60",0
2017-01-13,alamos gold downgraded to neutral from outperform at credit suisse,1
2010-11-24,"gold futures down 0.5% at $1,371 an ounce",2
2005-08-31,december gold futures close up $2.60 at $438.10,0
2016-08-31,gold little-changed after adp report,1
2016-09-26,"gold futures down at rs 31,231 per 10 gram",2
2018-08-30,india : gold price drop spurs india festive demand but kerala disaster 'will boost selling',2
2017-11-27,"gold rate today: gold, silver up in morning trade",0
2004-06-10,"spot gold quoted at $417.30, down 40c from new york",2
2012-02-04,"b. of a. cuts '12 gold forecast, lifts copper view",1
2016-07-30,"cftc: speculators more bearish on eur, gbp; less bullish on crude oil, gold",1
2014-05-12,gold drops on robust u.s. november jobs report,2
2018-07-09,"profit-booking pulls gold futures down to rs 30,505",2
2005-10-24,philadelphia gold/silver index ends near one-week high,0
2009-07-09,"gold taps $1,000 for first time since february",1
2016-07-27,gold pares gains in electronic trade as fed appears open to sept. rate hike,0
2005-10-08,gold prices end higher as the u.s. dollar loses more ground,0
2016-11-27,commerce ministry favours 'restriction free' gold imports,1
2005-09-08,dec gold down 60c at $439.70 after $438.40 low,2
2016-10-24,"dec. gold settles at $1,263.70/oz, down $4, or 0.3%",2
2015-11-30,near-term outlook remains bearish for mcx gold,0
2014-09-15,"gold gains on mixed u.s. data, though fed focus caps gains",0
2013-12-04,"titan's growth path no more paved with gold, falling yellow metal prices take toll on sales",2
2001-02-20,"gold stocks, futures prices decline",2
2012-03-30,"gold ends 1% higher at $1,671.90 an ounce",0
2018-08-06,gold prices to trade sideways today: angel commodities,1
2015-12-16,"gold futures rise to rs 25,298 per 10 gm",0
2014-06-25,gold prices dip in asia on profit taking,2
2017-09-08,"december gold rises $16.70, or 1.3%, to settle at $1,279.30/oz.",0
2017-01-25,gold futures mark lowest settlement since jan. 13,2
2017-08-21,"gold, silver down in morning trade",2
2011-09-29,"technical view on gold, silver, nickel: nirmal bang",1
2013-11-21,early taper will put pressure on gold: ram pitre,1
2010-02-25,"gold closed up $11.30 to $1,108.50/oz.",0
2011-10-18,"diwali 2011: with prices rising, does buying gold make sense this dhanteras?",0
2014-10-03,gold settles higher; china data slams copper,0
2004-01-09,"gold prices fall as traders eye dollar, data",2
2018-10-17,gold futures edge lower in electronic trading after fomc minutes,2
2012-10-24,gold rises in electronic trade after fed decision,0
2016-05-13,"gold ends higher, but still posts a loss for the week",0
2016-02-05,"gold taps $1,300-an-ounce level, up $10.40, or 0.8%",0
2016-01-22,"gold futures fall for the day, but shine for the week",2
2004-11-11,"dec gold closes at $435.40/oz in ny, up 90c for the day",0
2016-02-26,"gold futures fall 1.5% for the session, lose 0.8% for the week",2
2007-01-31,gold futures gain ahead of fed interest rate decision,0
2012-05-10,gold futures add to drop after payrolls gain,2
2016-10-10,"gold prices up $12.40, or 1%, to $1,264.30 an ounce",0
2013-01-18,what platinum's premium over gold really means,1
2018-04-04,gold prices pare gains as dollar steadies,0
2003-09-04,spot gold prices rise $4.40 to $326.50 in asia,0
2018-10-26,gold set to rise in coming months,0
2017-05-15,gold gains for a fourth straight session,0
2012-04-09,"gold ends 0.5% higher at $1,696 an ounce",0
2013-09-23,mcx goldguinea october contract trades lower,2
2018-05-07,"equities : stocks down, gold up 98% of the time",0
2015-07-20,gold prices down in early asia as investors brace for voaltility,2
2016-10-24,mcx gold faces key hurdle,1
2017-04-01,"feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",0
2017-01-03,gold edges down from settlement after release of fed beige book,2
2006-01-02,gold and silver prices fall over 1% in late morning dealings,2
2016-04-10,gold ends near post-brexit vote low as dollar rallies,2
2010-03-15,"april gold climbs $4.30 to $1,109.70/oz on globex",0
2012-11-06,"august gold up $5.40, or 0.3%, to end at $1,596.80",0
2005-08-02,goldcorp board rejects glamis gold takeover bid,1
2006-09-05,"june gold climbs as high as $701/oz, a nearly 26-yr high",0
2009-03-31,gold rises slightly as dollar falls,0
2011-02-12,"oil, gold hold gains after jobless rate drops",0
2014-01-04,gold drops as market digests u.s. factory data,2
2015-01-06,"gold holds firm on greek crisis, but dollar's strength caps the gains",0
2010-01-14,"gold futures gain as u.s. data, trichet move dollar",0
2010-04-20,"june gold rises $1.80 to $1,141/oz on globex",0
2017-03-04,"june gold gains $2.80, or 0.2%, to finish at $1,254/oz.",0
2018-08-24,tocqueville : gold: a case of extremes,1
2012-08-30,"gold imports dip 18.4% to rs 71,912 crore in april-june",1
2017-08-18,gold futures prices settle 0.2% lower for the week,2
2012-01-13,gold futures lose more ground on dollar strength,2
2010-11-11,"gold turns lower, slips under $1,400/oz",2
2014-07-07,gold futures settle at a more than one-week low,2
2014-12-05,gold prices settle higher for first session in five,0
2017-02-10,"dec. gold falls $9, or 0.7%, to settle at $1,275.80/oz",2
2014-02-06,"gold falls on u.s. data, multiple ism data corrections",2
2017-03-31,gold holds losses after data,2
2010-02-12,china gold imports headed for big rise,1
2016-08-30,gold futures settle at lowest level since june,2
2012-04-01,gold ends at best in nearly two weeks,0
2018-04-05,gold prices steady but set to post third-weekly drop,2
2013-06-21,gold recovers on speculative buying,0
2012-11-15,gold futures trade near session lows,2
2017-08-16,"gold settles higher, then gains more ground after fed meeting minutes",0
2019-02-01,"bullionvault : gold 2019: 3 charts prised from 2018's cold, dead hands",1
2016-07-06,gold futures rise 0.19% on global cues,0
2016-10-18,gold futures notch best settlement in nearly 2 weeks,0
2016-07-14,gold eases ahead of boe policy,0
2009-07-28,"gold falls, pacing losses in oil",2
2018-06-01,"gold slips on muted demand, global cues",2
2004-03-12,amex gold bugs index down 6.6% for the week,2
2003-12-23,gold futures end higher; copper up 1.1%,0
2018-04-18,gold should be part of all portfolios as it is a good hedging option: ashwani kumar harit,1
2016-05-17,"gold, it turns out, has a seasonal pattern of weakness",1
2016-12-10,gold futures slip back toward earlier settlement level in electronic trading,2
2007-05-30,gold shines on global cues,0
2012-05-21,"gold back to 29k on firm buying, silver declines",0
2018-10-19,"world gold council : gold investor, october 2018",1
2016-12-16,"gold futures gain for the session, but fall 2.1% for the week",0
,gold futures moves slightly higher on comex as u.s. dollar weakens,0
2016-09-11,gold sales in zaveri bazaar picked up last night,0
2016-12-19,"gold recovers on renewed demand, silver declines further",0
2011-11-24,"gold eases, silver recovers",2
2013-12-03,mali gold rush continues despite war,0
2011-09-05,"silver climbs 5% as gold tops $1,500",0
2007-01-01,ncdex to launch 10 gm gold contract,1
2018-08-03,moneyweek : it's time to buy silver (and sell gold),1
2012-04-11,comex gold look to fall lower,2
2018-10-18,india : gold prices rush to near two-year high as festive season spurts demand,0
2008-04-08,december gold down $8.60 to $908.90 an ounce on nymex,2
2011-11-24,"spot gold rates slip in mumbai, delhi, chennai market",2
2016-05-08,gold falls the most in more than 2 months on strong jobs report,2
2017-10-17,gold prices up in asia on hopes for physical demand from india,0
2017-10-30,gold prices to trade lower: angel commodities,2
2006-11-28,"dec. gold down $3.90 at $636.70, retreats from $641.30 high",2
2018-08-16,is bitcoin better than gold as investors' safe haven?,1
2016-02-29,"gold futures settle at $1,234.40/oz, up $14, or 1.2%, for the session",0
2017-10-13,"dec. gold trades at $1,302.70/oz, down from $1,303.90 before the data",2
2012-01-12,gold melts to 3-week low on demand slump; silver also tanks,2
2006-08-17,"gold closes at 7-week low, tracking oil decline",2
2006-06-02,barrick gold buys another 61m shares of placer dome,1
2016-07-14,equity gold mine mfs soar 100% this year,0
2018-06-23,"gold extends gains on positive global cues, jeweller-buying",0
2017-10-11,"gold rate today: gold down in morning trade, silver up",2
2015-10-23,"indian festive demand for gold sluggish, discounts widen",1
2011-07-10,mcx goldguinea nov contract firms up,0
2015-04-22,gold settles at its lowest level of the month,2
2018-06-15,fed : powell's excess reserve change and gold,1
2016-02-12,no proposal to cut import duty on gold: government,1
2017-07-08,london shakes up gold hoarders' list,1
2002-02-14,van eck gold bug still bullish,1
2017-01-02,gold futures edge up from settlement level after fed announcement,0
2017-04-13,gold prices up a third straight session to settle at highest since nov. 4,0
2011-09-30,higher gold loan rates to affect customers more than nbfcs: says muthoot finance chief,1
2016-09-30,"dec. gold settles at $1,317.10/oz, down $8.90, or 0.7%, for the session",2
2013-01-22,india targets raw gold in second duty hike this week,1
2016-08-29,gold futures stage modest rebound from fed-inspired losses,2
2012-04-20,mcx goldm july contract trading flat,1
2014-12-22,"gold falls well under $1,200 an ounce",2
,dec gold down $2.40 at $374.50/oz after $373.50 low,2
2018-05-22,"gold ends with a gain, a day after touching its worst level of 2018",0
2018-05-14,"gold futures fall to rs 31,395 per 10 gm",2
2002-08-27,gold shows designed to woo main st.,1
2002-03-05,gold newsletters jump off bandwagon,0
2008-07-31,gold futures fall below $900 on stronger dollar,2
2017-10-10,gold futures rise 0.18% on global cues,0
2012-05-25,gold futures marginally higher as dollar eases,0
2018-09-19,india : higher customs duty will increase gold smuggling says ministry official; alternate measures getting evaluated,1
2017-04-28,"june gold rises $2.40, or 0.2%, to settle at $1,268.30/oz",0
2014-09-07,"gold, silver futures move higher ahead of fed minutes",0
2008-05-28,"june gold falls $9.90, or 1.1%, to $898/oz in ny",2
2011-12-20,"gold rises as the euro rebounds, but gains fragile",0
2012-10-18,"gold futures fall to settle at $1,744.70",2
2006-10-27,gold fails to breach $600 as investors play safe,2
2005-02-15,"spot gold quoted at $424.60, down $1 from new york",2
2017-06-15,"august gold down 1.8% at $1,254.80/oz.",2
2016-09-22,gold logs 4-session climb to settle at a 2-week high,0
2017-04-01,gold futures hold gains in electronic trading after fed minutes,0
2009-12-01,"canadian equities plunge along with oil, gold prices",1
2016-12-08,mandatory hallmarking of gold ornaments to protect customers,1
2013-10-16,gold futures log highest close since oct. 10,0
2005-07-26,dec gold down $2.50 to close at $429.30/oz,2
2006-02-24,gold prices up as much as $10 on saudi refinery attack,0
2009-02-18,"gold ends up $10.70, or 1.1%, at $977.70 an ounce",0
2004-05-19,gold futures climb as much as $8 an ounce,0
2008-08-20,dec. gold falls 50 cents to close at $816.30/oz on nymex,2
2012-06-28,"commodities, centerra gold pressure canada stocks",1
2017-11-12,gold little changed amid firm dollar,1
2012-05-12,"february gold slips back below $1,700 mark",2
2016-06-27,alamos gold upgraded to outperform from market perform at raymond james,1
2017-04-26,gold prices settle lower as trump administration unveils tax plan,2
2011-06-21,gold inches up as markets await greek vote,0
2003-02-07,meridian gold closes sales onjerritt canyon interest,1
2017-10-31,gold prices mark a monthly loss of more than 1%,2
2015-07-21,mcx goldguinea august contract trades flat,1
2017-05-23,"june gold up 60 cents, or less than 0.1%, at $1,262.10/oz.",0
2013-06-17,"gold, silver prices slip on sluggish demand",2
2017-08-02,gold futures tally fifth consecutive session of gains,0
2017-12-22,"gold slips to rs 29,685 despite firm global cues",2
2015-06-11,"gold sinks 7 sessions in a row, loses 4.7% on the week",2
2017-06-09,this-and not north korea-is why scared investors are buying gold,1
2018-11-13,gold futures fall by rs 143 on profit-booking,2
2012-07-06,"experts bullish on gold, crude & nickel; negative on lead",2
2014-05-15,gold falls on relatively upbeat u.s. data,2
2014-04-09,gold prices slide further in asia as ecb rate cut impact weighs,2
2011-07-10,"buy gold at rs 26600/10 gm, copper at rs 354/kg: experts",1
2017-09-20,"december gold at $1,312.10/oz in electronic trade after $1,316.40 settlement",2
2014-05-30,"gold futures near 4-month lows, u.s. data in focus",2
2016-01-14,"gold etfs record rs 900 crore outflow in 2015, aum down 20%",2
2017-09-10,gold prices remain higher amid geopolitical concerns,0
2018-10-30,"gold jumps to rs 32,620; silver declines by rs 260 per kg",0
2005-03-10,dec gold futures down $3.10 at $469.20 an ounce,2
2017-02-10,"gold drops to lowest in nearly 7 weeks; stronger dollar, equities drag",2
2013-12-03,duty hike on gold expected to reduce imports: minister,1
2017-10-21,"gold falls to rs 30,650; silver recovers by rs 50/kg",2
2013-10-05,gold futures drop to tally a weekly loss near 2%,2
2007-06-18,august gold last up 10 cents at $658.80/oz,0
2018-06-07,world gold council : june gold-backed etfs saw outflows in all regions except europe,1
2017-10-25,"gold slips on firmer equities, dollar amid fed chair speculation",2
2018-01-19,"february gold up $7.80, or 0.6%, at $1,335/oz.",0
2008-05-03,april gold hits record high of $993.30 an ounce on nymex,0
2012-06-13,"gold heads up, oil extends loss after retail sales",0
2017-05-25,"june gold 0.3% higher at $1,256.60/oz.",0
2018-08-30,gold inches down as rate hike views take the sheen off,2
2014-09-12,india should allow banks to hold gold as reserves: wgc,1
2018-04-09,"commodity outlook: gold likely to consolidate, copper may rise",0
2013-01-02,gold prices may decline to rs 29150-27850: mangal keshav,2
2011-10-15,"gold, silver surge on fresh demand",0
2018-07-30,world gold council : china - recommendations for the further development of china's gold market,1
2012-12-19,gold ends lower; two-session loss near 2%,2
2007-08-02,gold closes up $5.50 at $662.80 an ounce,0
2013-02-12,"gold drops over 2%, settles at lowest since july",2
,gold iphone shortage leaves apple fans hanging in london,1
2017-05-04,"gold is marching toward $1,300 -- but this could trip it up",0
2016-02-09,"gold futures settle higher, eke out slight gain for the week",0
2017-07-06,gold prices end 3-session streak of gains,0
2014-09-26,"gold falls as dollar, stocks gain on upbeat u.s. growth numbers",2
2009-01-23,february gold rallies to intraday high of $900.50 an ounce,0
2017-08-30,gold slips on stronger dollar; geopolitical risks support,2
2005-06-12,"feb gold falls $2.40, or 0.5%, to $510.20/oz in ny",2
,vista gold aims for $6.12 mln private placement,1
2009-06-04,gold falls on optimism worst of crisis may be over,2
2008-09-01,february gold futures spike $11.30 to $891.60,0
2013-03-20,mcx gold prices may rise on rupee depreciation: karvy,0
2013-03-28,gold swings between gains and losses amid record etp decline,2
2017-06-10,"gold finishes higher, but suffers for 4th straight weekly loss",0
2017-03-13,"april gold gains $1.70, or 0.1%, to settle at $1,203.10/oz",0
2013-02-25,"gold edges up, silver spurts",0
2018-07-11,china : jewelry sales propel china gold use in first nine months,1
2017-01-11,gold edges higher; fed statement in focus,0
2017-11-09,"gold prices drop $10.20, or 0.8%, to $1,341 an ounce",2
2015-04-05,"gold ends three-day slump, amid stronger dollar and u.s. factory orders",0
2011-10-21,gold futures rise on global cues,0
2018-10-29,"commodity outlook: gold looks at a support base near rs 31,800",1
2018-10-19,gold prices to trade higher today: angel commodities,0
2013-12-09,"gold selloff takes down miners etf, but here's a bull case",2
2013-04-16,gold at two-year low spurs asian jewellery demand,2
2014-11-12,gold prices rebound slightly in asia on physical demand prospects,0
2013-04-03,gold scores minor gain after three-session drop,0
2014-04-20,gold prices ease in asia in holiday trade,1
2018-09-11,gold prices to trade sideways today: angel commodities,1
2003-03-24,"april gold closes at $329.50/oz, up $3.40",0
2011-10-10,gold futures rise on global cues,0
2016-02-17,gold prices end higher ahead of fed minutes,0
2013-11-21,gold futures close with a loss of more than 1%,2
2017-01-08,"gold little changed after spending, income, inflation reports",1
2009-05-06,"copper rises after jobs data; gold, silver down",2
2015-09-11,mcx gold february contract gains,0
2018-09-10,gold inches higher on safe-haven demand amid china worries,0
2016-06-20,how brexit vote will shape the price of gold,1
2003-03-04,gold futures at four-month low,2
2012-05-25,"gold prices slide on sluggish demand, silver eases",2
2011-02-14,"gold fluctuates on economic recovery, egyptian changes",1
2017-08-14,gold price chart: find all the latest gold rate chart and news,1
2017-04-28,"gold prices gain for the month, but fall for the week",0
2008-10-10,gold futures surge on flight to safety,0
,gold prices rise; copper tops $3,0
2012-05-21,"gold inches higher, trades at $1,593 an ounce",0
2006-05-04,philadelphia gold/silver index closes at a two-month high,0
2009-05-19,gold futures end 0.5% higher at $926.70 an ounce,0
2018-04-17,uae's gold trade hopes for a fresh start this week,0
2008-06-03,april gold ends down $11.40 at $977.10 an ounce on nymex,2
2018-06-26,charts : gold building up bearishness for 1236 support,0
2018-12-02,"gold dips in asia on mild dollar gains, china holiday demand eyed",2
2010-03-25,"gold futures up $4.50 at $1,093.40 an ounce",0
2006-06-13,vedanta to offer to buy sterlite gold for c$65.45m,1
2011-08-11,returns from gold fund of funds generates lower-to-flat returns for investors,2
2018-11-15,"december gold drifts into positive territory after data, up less than 0.1% at $1,210.40/oz.",0
2017-02-08,"gold edges down $1 to settle at $1,278.40 an ounce",2
2014-02-04,"june gold up $11.90, or 1%, at $1,291.90/oz",0
2017-10-08,gold hits over two-month high on n.korea tensions,0
2017-12-28,charts : the big picture for gold is bullish,0
2011-11-30,"gold futures up by 0.78% on asian cues, short-covering",0
2004-11-29,metals indexes stand pat even as gold futures climb,0
2014-06-25,"gold gains on weak u.s. gdp data, physical demand weighs",0
2014-10-30,"sell gold if it rallies to $1,220-25/ounce",1
2005-01-27,feb gold down $1.10 at $425.80/oz in afternoon dealings,2
2016-01-14,gold edges lower; decline in stock markets limits losses,2
2005-07-25,aug gold up $1 at $426/oz after $426.40 high,0
2014-11-13,gold import surges in october,1
2018-04-17,"gold hold lower after data; june gold off $8.80, or 0.7%, at $1,341.90/oz.",2
2006-12-16,delhi bullion trade takes a hit as gold costs less in up,0
2017-06-04,gold settles higher as traders await trump-xi meeting,0
2012-12-08,gold alloy analysers from quantum,1
2015-03-31,"don't give up on gold, time to stay put",1
2013-12-07,"aug. gold up 90 cents at $1,280.80/oz",0
2006-08-08,gold futures close down $2.20 at $657.30 an ounce,2
2011-08-20,"not gold, hide in high yielding currencies: fx global cap",1
2009-06-05,"gold ends up $6.70, or 0.7%, at $911 an ounce",0
2015-07-13,"aug. gold falls $2.50, or 0.2%, to settle at $1,155.40/oz on comex",2
2016-03-16,gold ends at lowest level since feb. 26 ahead of fed decision,2
2017-09-15,gold rate per gram: check out current gold price per gram,1
2014-01-17,gold holds gains after december housing starts,0
2012-11-10,gold futures trim gains after jobless data,0
2015-10-11,mcx gold february contract trades flat,1
2011-09-21,india gold edges up; awaits leads from us fed,0
2012-09-18,"gold tumbles by rs 225, silver rs 400 on reduced offtake",2
2018-12-11,france : macron tries to take uk's gold crown as historic rivalry is reborn,1
2018-11-28,commerzbank : trade routes for gold to china may have changed,1
2004-02-07,gold rises as jobs data hits dollar,0
2009-03-23,gold falls for second day as treasury details plans,2
2018-09-03,"india pnb fraud impacts gold sales in country, demand drops upto 20% over purity concerns",1
2017-07-07,"gold pares loss after jobs report shows a june gain of 222,000 jobs",0
2013-06-28,"gold futures extend losses, slip below rs 25,000 on global cues",2
2013-03-15,gold rates trading mixed in major metros in india,1
2017-03-11,bitcoin may be staging the biggest challenge yet to gold and silver,1
2016-12-30,"gold slips friday, snaps weekly losing streak, posts 9% 2016 gain",0
,gold price plunge to be probed by commodity regulators: chilton,2
2015-05-08,gold struggles near multi-year low as fed comments buoy dollar,2
2017-12-06,gold to trade in 28812-29204: achiievers equities,1
2012-05-03,"gold extends losses but holds above $1,700/oz",2
2006-10-01,gold zooms by rs 80 at opening,0
2014-07-22,"gold falls on upbeat u.s. inflation, home sales data",2
2006-04-10,"dec. gold tallies four-session drop of over $44, or 7%",2
2012-06-20,gold shine to dim; bet on silver: experts,0
2012-11-27,"dec. gold ends at $1,742.30/oz, down $7.30",2
2012-09-27,"gold at 7-month high after poor data, spain budget",0
2004-09-01,gold futures close near $427 an ounce,1
2007-05-11,"gold, uranium rises vindicate 'original bug'",0
,"falling markets--stocks, oil, gold, cupcakes",2
2011-02-28,"silver hits new record at rs 50,550 on global cues; gold up rs 10",0
2017-09-15,expect gold to trade negative: sushil finance,2
2008-09-29,gold rises on safe-haven buying after plan fails,0
2011-08-11,mcx gold december contract up marginally,0
2006-03-03,april gold falls $1.90 to $568.50/oz in morning trading,2
2011-11-25,gold prices may trade rangebound today: iifl,1
2015-09-09,gold prices gain in asia as china cpi rise noted,0
2018-01-25,etfs : gold etfs see steep inflows as investors look to hedge,1
2011-10-24,"gold, silver prices could move little higher: chirag sheth, latin manharlal commodities",0
2017-11-03,"gold takes strength from local buying, jumps rs 200",0
2006-03-23,spot gold quoted at $549.40 in asia trade,0
2009-11-24,gold ends slightly higher on investment demand,0
2009-03-20,"gold falls slightly after rally, but gain 2.8% in week",0
2016-08-11,gold futures extend losses to second straight session,2
2017-05-26,"gold books highest settlement in a month, 3rd straight weekly rise",0
2014-09-25,gold gains on safe-haven demand amid global stock market meltdown,0
2018-07-17,gold at one-year low and a record number of investors in survey say it's a buy,2
2014-02-09,gold plummets as manufacturing gauge sparks dollar rally,0
2009-01-06,copper rallies on china manufacturing; gold gains,0
2012-08-10,"gold futures open lower at rs 31,136 per 10 gm",2
2002-09-30,gold futures' $5 climb boosts shares,0
2018-12-26,int'l gold prices hit 6-month high as investors seek safe havens,0
2013-04-18,talk of strong physical gold demand grows post selloff,0
2005-08-31,spot gold quoted at $434.70 in asia trade,0
2018-06-11,"commodity outlook: gold faces a tall order at rs 31,850",1
2009-09-06,june gold up $2 at $956.00/oz on globex,0
2007-06-14,gold futures gain more than $5 in morning trading,0
2016-01-22,gold under pressure as ecb hint hits euro; set for modest weekly gain,1
2006-03-05,june gold up $3.60 at $671/oz after trading as low as $660,0
2007-04-20,gold futures up $8.50 at $696.80 an ounce in early trade,0
2017-07-08,"gold finishes slightly higher, avoids 4-session skid",0
2009-10-10,forex reserves rise $430 mn on back of surge in gold prices,0
2016-04-27,"gold edges up ahead of fed on softer dollar, weak us data",0
2017-08-31,"gold, silver trade lower in morning trade",2
2018-01-16,"bond yields up, gold price up?!",1
2013-04-22,"june gold up $25.60, or 1.8%, to end at $1,421.20",0
2004-12-07,"gold stages late day reversal, ends with a narrow gain",0
2014-03-14,"gold score fifth day of gains, up 3% on week",0
2018-06-08,gold prices to trade lower today: angel commodities,2
2011-12-26,gold futures down,2
2017-11-19,"gold prices dip in asia as risk trade eases, copper down on china houses data",2
2016-10-18,gold futures mark highest settlement since oct. 5,0
2017-01-23,"feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",0
2017-04-18,"gold prices end with a gain, with dollar index near session lows",0
2016-06-01,gold extends gains for 3rd straight day on safe haven demand,0
2018-02-21,gold prices remain under pressured by stronger dollar,1
2014-09-06,gold prices move higher but gains seen limited,0
2010-03-25,"gold up $4.70, or 0.4%, at $1,094.10 an ounce",0
2012-10-12,"commodity bets: buy copper, gold, silver; sell crude",1
2005-03-22,"wheaton river, goldcorp buys bermejal gold deposit",1
